set_tt;set_tt_o;el3A80;el3A180;el1A80;el1A180;thA80;thA180;SpotPriceEUR
tt7286;tt7286;0,587;0,262;0,411;0,415;0,68541578;1,54006038;35,65
tt7287;tt7287;0,267;0,442;0,105;0,598;0,69899564;1,57053209;38,88
tt7288;tt7288;0,259;0,654;2,395;0,296;0,74471335;1,67322212;41,05
tt7289;tt7289;3,087;2,438;0,3;0,249;0,7741849;1,73942644;46,92
tt7290;tt7290;0,94;1,78;0,327;0,545;0,79130239;1,77790821;47,36
tt7291;tt7291;0,613;1,435;0,159;0,662;0,80575694;1,81039243;44,31
tt7292;tt7292;1,164;0,747;1,218;0,544;0,81896291;1,84003771;39
tt7293;tt7293;0,976;0,089;0,051;0,78;0,84712163;1,90333556;37,1
tt7294;tt7294;0,34;1,642;0,145;0,382;0,85360766;1,91789357;34,98
tt7295;tt7295;0,125;0,454;1,203;0,538;0,85751653;1,92663224;28,88
tt7296;tt7296;0,123;0,174;0,328;0,248;0,8547518;1,9204027;26,91
tt7297;tt7297;0,066;0,105;0,174;0,138;0,8426954;1,89329743;23,06
tt7298;tt7298;0,212;0,168;0,217;0,236;0,84433453;1,89701454;22,27
tt7299;tt7299;0,029;0,467;0,035;0,41;0,84285404;1,89372452;22,97
tt7300;tt7300;0,19;0,099;0,153;0,565;0,83794054;1,88268088;26,66
tt7301;tt7301;0,073;0,327;0,128;0,245;0,83194706;1,86919848;27,03
tt7302;tt7302;0,114;0,731;0,186;0,682;0,8268002;1,85771194;29,07
tt7303;tt7303;0,804;0,127;0,404;0,552;0,82249601;1,84811554;31
tt7304;tt7304;0,14;0,438;0,059;0,126;0,80073908;1,79924167;32,59
tt7305;tt7305;0,197;0,521;1,02;0,058;0,77425667;1,73979414;31,26
tt7306;tt7306;0,065;0,143;0,191;0,123;0,75190534;1,68965035;30,97
tt7307;tt7307;0,353;0,293;0,084;0,713;0,74555597;1,67541416;30,13
tt7308;tt7308;0,406;0,339;0,143;0,299;0,72164935;1,62165653;29,79
tt7309;tt7309;0,188;0,798;0,126;0,635;0,7106133;1,59684889;29,06
tt7310;tt7310;0,301;0,829;1,095;0,726;0,72151771;1,62138088;29,18
tt7311;tt7311;0,612;0,317;0,173;0,338;0,73529646;1,65240361;29,35
tt7312;tt7312;0,247;0,273;0,313;0,355;0,75642107;1,69992224;29,55
tt7313;tt7313;1,155;0,311;0,124;3,569;0,77113028;1,73303556;29,82
tt7314;tt7314;1,426;0,877;1,266;0,738;0,77888056;1,75047663;29,73
tt7315;tt7315;0,204;0,476;0,748;0,152;0,77494812;1,74158756;29,25
tt7316;tt7316;0,311;0,507;0,239;0,524;0,77714963;1,74646468;28,48
tt7317;tt7317;0,815;0,801;0,143;1,104;0,78340003;1,76051634;27,4
tt7318;tt7318;0,406;1,066;0,276;1,017;0,78961935;1,77452449;27,02
tt7319;tt7319;0,108;0,322;0,212;0,457;0,80285769;1,80432541;18,97
tt7320;tt7320;0,581;0,231;0,037;0,445;0,80473449;1,80857756;20,18
tt7321;tt7321;0,111;0,256;0,147;0,418;0,80672213;1,81307561;12,62
tt7322;tt7322;0,042;0,323;0,118;0,152;0,81297229;1,82714195;12,61
tt7323;tt7323;0,165;0,119;0,105;0,204;0,81571951;1,83337307;10,96
tt7324;tt7324;0,365;0,143;0,04;0,176;0,82867285;1,86252395;14,04
tt7325;tt7325;0,939;0,218;0,185;0,584;0,83696762;1,88124001;25,97
tt7326;tt7326;1,517;0,209;0,259;0,855;0,83510507;1,87708447;31,65
tt7327;tt7327;0,849;0,312;0,241;0,156;0,83916484;1,88621895;35,21
tt7328;tt7328;0,987;0,146;0,148;0,256;0,8339007;1,87438345;29,3
tt7329;tt7329;0,337;0,406;0,234;0,739;0,81342791;1,82822872;29,14
tt7330;tt7330;0,37;0,342;0,96;0,254;0,78621753;1,76690559;29,1
tt7331;tt7331;0,22;0,214;0,196;0,15;0,77601743;1,74391136;28,92
tt7332;tt7332;0,225;0,338;1,446;0,128;0,76324217;1,71517877;28,86
tt7333;tt7333;0,044;0,138;0,154;1,911;0,77327036;1,73770992;28,82
tt7334;tt7334;1,11;0,19;0,253;0,214;0,77997666;1,75274922;28,87
tt7335;tt7335;0,068;0,333;0,134;3,305;0,79194418;1,77969961;28,9
tt7336;tt7336;0,222;0,998;0,531;0,819;0,80539254;1,80981464;29,82
tt7337;tt7337;0,466;0,124;1,97;0,296;0,82054457;1,84381576;42,46
tt7338;tt7338;0,315;0,571;1,186;2,289;0,83170127;1,86891245;51,92
tt7339;tt7339;0,272;1,14;0,358;0,435;0,83581497;1,8781947;47,5
tt7340;tt7340;0,293;1,519;0,327;0,239;0,84597555;1,90102079;42,74
tt7341;tt7341;0,443;0,715;0,537;0,421;0,86204626;1,93717988;42,06
tt7342;tt7342;0,26;0,563;0,073;0,419;0,84197791;1,89203197;36,12
tt7343;tt7343;0,111;0,307;0,18;0,949;0,83930245;1,88598284;35,45
tt7344;tt7344;0,079;0,348;0,104;0,253;0,83325617;1,87232297;36,07
tt7345;tt7345;0,15;0,231;0,091;0,169;0,83550997;1,87737347;36,09
tt7346;tt7346;0,134;0,241;0,052;0,434;0,84276728;1,89345516;36,13
tt7347;tt7347;0,198;0,161;0,257;0,195;0,83953298;1,8860711;36,09
tt7348;tt7348;0,06;0,472;0,06;0,256;0,82791303;1,85990839;38,24
tt7349;tt7349;1,297;0,415;0,017;0,82;0,81938242;1,8406373;39,47
tt7350;tt7350;0,399;0,576;0,483;0,318;0,81550114;1,83183613;46,33
tt7351;tt7351;0,242;0,542;0,442;1,35;0,80633661;1,81111795;60,42
tt7352;tt7352;0,121;0,099;0,189;0,46;0,79860529;1,79378781;61,05
tt7353;tt7353;0,559;0,141;0,663;0,679;0,79395307;1,78340048;57,34
tt7354;tt7354;0,173;0,269;0,241;0,486;0,776758;1,74471454;39,02
tt7355;tt7355;0,563;0,176;0,153;0,348;0,76358264;1,71502249;38,64
tt7356;tt7356;1,207;2,68;0,066;0,072;0,77851367;1,74857275;34,92
tt7357;tt7357;0,033;0,202;0,697;0,358;0,82116748;1,84468042;36,36
tt7358;tt7358;0,484;0,181;0,099;0,215;0,78155271;1,7554967;29,1
tt7359;tt7359;0,236;0,338;0,084;0,767;0,79529558;1,78627266;36,49
tt7360;tt7360;1,301;1,137;2,511;0,66;0,82599751;1,85522728;38,61
tt7361;tt7361;0,217;2,396;3,503;2,397;0,85745165;1,92595752;39,95
tt7362;tt7362;0,409;1,924;1,382;0,48;0,89736789;2,01564732;39,15
tt7363;tt7363;0,293;1,422;0,355;0,678;0,87998317;1,97653169;38,37
tt7364;tt7364;0,558;1,154;0,232;0,732;0,87166681;1,9578169;28,56
tt7365;tt7365;0,46;0,394;0,446;0,734;0,86887169;1,95151304;28,73
tt7366;tt7366;0,379;2,158;0,511;0,746;0,87459268;1,96434963;28,06
tt7367;tt7367;0,76;0,33;0,097;0,327;0,88362793;1,98465519;27,15
tt7368;tt7368;0,118;0,115;0,878;0,236;0,87498965;1,96512999;26,96
tt7369;tt7369;0,088;0,133;0,137;0,263;0,87817344;1,97221736;26,56
tt7370;tt7370;0,223;0,274;0,001;0,092;0,88967728;1,99809697;26,24
tt7371;tt7371;0,361;0,197;0,25;0,149;0,90645299;2,03582273;26,41
tt7372;tt7372;0,171;0,382;0,083;0,28;0,90977049;2,04320276;26,75
tt7373;tt7373;0,137;0,435;0,035;0,209;0,90750995;2,03810467;27,05
tt7374;tt7374;0,228;0,39;0,516;0,37;0,91044514;2,04472962;27,99
tt7375;tt7375;0,272;0,431;0,086;1,096;0,90731176;2,03764983;28,1
tt7376;tt7376;0,164;0,558;0,095;0,363;0,90076534;2,02303323;28,15
tt7377;tt7377;0,391;0,591;0,082;1,384;0,88018084;1,97709819;28,47
tt7378;tt7378;0,684;0,818;0,31;0,509;0,8780075;1,97241902;28,71
tt7379;tt7379;0,351;0,939;0,324;1,632;0,85660604;1,92438156;28,67
tt7380;tt7380;0,36;0,812;0,38;1,366;0,84327414;1,89453919;28,56
tt7381;tt7381;1,607;1,52;0,171;0,541;0,83848176;1,88375336;28,42
tt7382;tt7382;0,313;0,41;0,055;0,263;0,8405862;1,88848538;28,44
tt7383;tt7383;0,308;0,112;0,313;0,331;0,85504926;1,92090254;28,43
tt7384;tt7384;0,223;0,123;0,002;0,912;0,88386183;1,98549029;28,83
tt7385;tt7385;1,409;1,659;4,664;0,154;0,90216171;2,02670065;29,21
tt7386;tt7386;1,993;1,528;0,102;0,374;0,91147636;2,04747451;29,16
tt7387;tt7387;0,138;1,455;0,228;0,428;0,93412443;2,0985366;28,79
tt7388;tt7388;0,421;1,023;0,577;0,663;0,94513034;2,12327614;28,54
tt7389;tt7389;0,548;0,667;0,225;0,189;0,94688629;2,12723594;26,77
tt7390;tt7390;0,155;0,177;0,91;0,421;0,94431935;2,12159397;26,53
tt7391;tt7391;0,123;0,342;0,407;0,269;0,93910512;2,10986193;20,65
tt7392;tt7392;0,131;0,711;0,287;0,819;0,94123546;2,11467006;13,2
tt7393;tt7393;0,845;0,178;0,107;0,584;0,94799558;2,12986046;13,2
tt7394;tt7394;0,249;0,197;0,353;0,065;0,93789556;2,10720356;14,64
tt7395;tt7395;0,101;0,124;0,18;0,083;0,92503049;2,07835494;11,68
tt7396;tt7396;0,365;0,175;0,214;0,401;0,91456138;2,05479945;13,93
tt7397;tt7397;0,148;0,216;0,076;0,339;0,91375666;2,05302438;20,01
tt7398;tt7398;0,465;0,16;0,142;1,04;0,90642323;2,03652417;21,87
tt7399;tt7399;1,065;0,476;0,213;0,236;0,91101553;2,04685091;24,6
tt7400;tt7400;0,163;0,48;1,102;0,635;0,90452954;2,032293;31,47
tt7401;tt7401;0,066;0,278;1,347;0,429;0,87221471;1,9596913;33,24
tt7402;tt7402;0,302;0,862;0,069;0,192;0,82048398;1,84337716;28,79
tt7403;tt7403;0,812;0,265;0,485;0,518;0,78035796;1,75310547;28,82
tt7404;tt7404;0,707;1,214;0,056;0,296;0,76756618;1,72434766;28,62
tt7405;tt7405;0,973;1,306;0,572;0,946;0,75200714;1,68939316;28,58
tt7406;tt7406;1,029;1,447;0,094;1,22;0,76808056;1,72555538;28,62
tt7407;tt7407;0,809;0,339;0,091;0,348;0,79299746;1,78160359;28,85
tt7408;tt7408;0,388;0,313;3,509;0,769;0,85034946;1,91067227;35
tt7409;tt7409;0,922;1,074;0,647;0,749;0,89883949;2,01981334;40,54
tt7410;tt7410;0,187;1,613;0,569;0,378;0,91113483;2,04749565;41,74
tt7411;tt7411;1,34;0,788;0,465;0,505;0,92747981;2,08427778;39,21
tt7412;tt7412;0,486;1,145;0,383;3,499;0,92971875;2,0893213;39,69
tt7413;tt7413;0,046;0,707;0,193;0,43;0,92882598;2,08726813;28,74
tt7414;tt7414;0,17;0,175;0,426;0,403;0,925016;2,07870458;28,39
tt7415;tt7415;0,217;0,497;0,32;0,501;0,91761484;2,06206084;28,05
tt7416;tt7416;0,248;0,454;0,136;1,24;0,92342949;2,07512011;27,82
tt7417;tt7417;0,186;0,267;0,407;0,06;0,93199962;2,09439094;27,16
tt7418;tt7418;0,491;0,177;0,253;0,136;0,94589245;2,12564122;26,98
tt7419;tt7419;0,117;0,178;0,258;0,428;0,95598332;2,14829578;26,94
tt7420;tt7420;0,072;0,264;0,145;0,351;0,96814975;2,17558058;27,42
tt7421;tt7421;0,136;0,304;0,104;0,145;0,98267543;2,20823068;28,25
tt7422;tt7422;0,151;2,709;0,119;0,311;0,9751667;2,19147859;29,29
tt7423;tt7423;0,266;0,856;0,444;0,179;0,96854218;2,1766239;39
tt7424;tt7424;0,089;0,184;0,113;0,711;0,96310445;2,16436822;38,56
tt7425;tt7425;0,086;0,12;0,081;0,201;0,94606037;2,12606655;38,46
tt7426;tt7426;0,29;0,463;0,103;0,551;0,93304142;2,09678578;39,43
tt7427;tt7427;0,181;0,537;0,264;0,566;0,91781042;2,0625398;34,39
tt7428;tt7428;0,273;0,819;0,969;0,31;0,90375859;2,03092913;30,31
tt7429;tt7429;0,173;0,185;0,144;0,366;0,90763435;2,03954564;33,11
tt7430;tt7430;0,195;0,338;0,203;0,442;0,91235685;2,05001686;39,14
tt7431;tt7431;0,545;0,194;0,065;0,582;0,92881003;2,08699198;40,02
tt7432;tt7432;0,153;1,386;0,217;0,178;0,94506079;2,12349975;55,31
tt7433;tt7433;0,971;2,3;0,318;1,647;0,94848416;2,13115482;76,4
tt7434;tt7434;1,654;0,467;0,16;0,264;0,95574143;2,14754902;66,59
tt7435;tt7435;1,01;0,355;0,301;0,959;0,97508948;2,19108807;66,57
tt7436;tt7436;0,663;0,606;0,129;0,971;0,99308762;2,23153638;54,37
tt7437;tt7437;0,634;0,471;0,126;0,886;1,00063577;2,24850485;39,63
tt7438;tt7438;0,625;0,351;0,553;0,895;1,01447124;2,27964061;38,86
tt7439;tt7439;0,105;0,963;0,206;0,341;1,01728781;2,28599273;37,1
tt7440;tt7440;0,061;0,163;2,008;0,167;1,01045866;2,27063903;28,41
tt7441;tt7441;0,189;0,201;0,098;0,419;1,00969571;2,26892931;28,02
tt7442;tt7442;0,107;0,217;0,186;0,186;1,01073391;2,27126528;27,88
tt7443;tt7443;0,236;0,143;0,069;0,599;0,9938637;2,2332683;27,93
tt7444;tt7444;0,111;0,279;0,179;0,304;0,98170982;2,20586067;28,34
tt7445;tt7445;0,531;0,573;0,368;0,244;0,99437053;2,23435905;29,15
tt7446;tt7446;0,102;0,962;0,208;0,29;0,99809513;2,24265968;29,92
tt7447;tt7447;0,142;0,543;0,172;0,554;0,98418083;2,21128161;39,17
tt7448;tt7448;0,003;0,41;0,215;0,18;0,96085649;2,15871621;39,12
tt7449;tt7449;0,146;0,12;0,816;0,604;0,94001525;2,11181457;34,07
tt7450;tt7450;0,896;0,33;0,139;0,463;0,90156529;2,02527852;31,91
tt7451;tt7451;0,236;0,144;0,435;1,781;0,87504022;1,96555577;31,77
tt7452;tt7452;0,086;0,188;0,07;2,69;0,86082903;1,93358059;31,87
tt7453;tt7453;0,304;0,284;0,117;0,385;0,84184597;1,89089824;31,6
tt7454;tt7454;0,245;0,83;0,122;0,994;0,83917478;1,88487034;31,55
tt7455;tt7455;0,509;0,332;0,362;0,401;0,85205967;1,91386136;31,54
tt7456;tt7456;0,37;0,624;0,302;1,116;0,87535297;1,96621516;35,84
tt7457;tt7457;1,131;1,105;0,758;2,253;0,90858125;2,04089314;39,71
tt7458;tt7458;0,208;0,844;0,654;0,673;0,94032022;2,11223198;37,99
tt7459;tt7459;0,494;1,301;0,211;2,105;0,95670414;2,14905447;35,05
tt7460;tt7460;0,622;0,456;0,206;0,885;0,97872617;2,19858337;30,57
tt7461;tt7461;0,329;0,473;0,213;1,849;0,97933688;2,19991611;29,88
tt7462;tt7462;0,435;0,512;0,243;0,434;0,96813083;2,17462572;28,99
tt7463;tt7463;0,06;0,246;0,113;1,446;0,95545497;2,14607255;28,23
tt7464;tt7464;0,191;0,196;0,162;0,124;0,96731895;2,17273991;28,79
tt7465;tt7465;0,122;0,428;0,275;0,23;0,97811359;2,19698178;28,52
tt7466;tt7466;0,225;0,149;0,116;0,155;0,96709971;2,17213066;28,45
tt7467;tt7467;0,279;0,161;0,046;0,142;0,96279397;2,1623924;28,51
tt7468;tt7468;0,073;0,298;0,176;0,104;0,96641339;2,17046498;35,53
tt7469;tt7469;0,276;0,379;0,152;0,17;0,96213171;2,1607897;36,15
tt7470;tt7470;0,296;0,2;0,069;0,211;0,96221915;2,16101015;45,26
tt7471;tt7471;0,102;0,26;0,31;0,982;0,97058676;2,17989061;75,76
tt7472;tt7472;0,285;0,13;0,117;0,399;0,95591183;2,14688683;79,28
tt7473;tt7473;0,118;0,174;0,334;0,442;0,92306392;2,07299978;77,07
tt7474;tt7474;0,698;0,255;0,066;0,179;0,89194781;2,00303298;62,7
tt7475;tt7475;0,221;0,25;0,036;0,146;0,86070476;1,93281908;64,01
tt7476;tt7476;0,743;0,176;0,139;0,178;0,84662452;1,90115928;63,96
tt7477;tt7477;0,131;0,265;0,122;0,38;0,83224151;1,86884492;64,03
tt7478;tt7478;0,088;0,26;0,235;0,336;0,82032798;1,84206909;66,88
tt7479;tt7479;0,731;0,658;0,315;0,712;0,82709216;1,85719369;60,87
tt7480;tt7480;0,26;0,638;0,357;0,549;0,85315616;1,9156451;82,52
tt7481;tt7481;1,253;0,818;0,057;2,317;0,88033443;1,97680509;111,4
tt7482;tt7482;1,23;1,246;0,72;1,012;0,88669993;1,99105338;66,89
tt7483;tt7483;1,516;0,701;1,121;0,229;0,88861332;1,99524889;79,41
tt7484;tt7484;0,142;0,358;0,489;1,508;0,90418013;2,03025643;58,22
tt7485;tt7485;0,333;0,404;0,344;0,382;0,89793989;2,01621293;51,25
tt7486;tt7486;0,874;0,431;0,205;0,005;0,89524028;2,01014769;38,91
tt7487;tt7487;0,186;1,037;0,158;0,435;0,89914153;2,01891366;28,76
tt7488;tt7488;0,144;0,145;0,259;0,166;0,90605465;2,03443262;38,61
tt7489;tt7489;0,149;0,257;1,96;0,289;0,91950741;2,06470323;36,19
tt7490;tt7490;0,335;0,913;0,079;0,415;0,90671448;2,03590998;28,61
tt7491;tt7491;0,124;0,165;0,105;1,013;0,89827879;2,01687462;28,27
tt7492;tt7492;0,033;0,227;0,065;0,061;0,8951856;2,00982794;28,19
tt7493;tt7493;0,547;0,19;0,184;0,115;0,88591246;1,98875026;28,99
tt7494;tt7494;0,873;0,316;0,098;0,343;0,88468993;1,98592263;30,22
tt7495;tt7495;0,217;0,553;0,184;0,268;0,8916896;2,00163931;30,73
tt7496;tt7496;0,595;0,837;0,391;0,338;0,88016827;1,97581695;30,77
tt7497;tt7497;0,118;0,42;0,167;2,091;0,85957639;1,92968057;30,35
tt7498;tt7498;0,384;0,14;0,1;1,88;0,85612297;1,92207317;30,06
tt7499;tt7499;0,05;0,433;0,227;0,148;0,84849123;1,90497279;29,74
tt7500;tt7500;0,19;0,365;0,053;0,951;0,8415976;1,88951244;29,6
tt7501;tt7501;0,038;0,432;0,039;0,252;0,84694048;1,90156054;29,6
tt7502;tt7502;2,783;0,117;0,335;0,293;0,85178548;1,91247661;29,77
tt7503;tt7503;0,202;0,248;0,165;0,777;0,86139785;1,93406595;30,03
tt7504;tt7504;2,416;0,488;0,866;0,443;0,86923816;1,95160307;30,32
tt7505;tt7505;0,298;1,284;0,469;1,401;0,87928883;1,97421411;30,59
tt7506;tt7506;0,752;0,58;0,614;1,45;0,88859947;1,99521633;30,52
tt7507;tt7507;0,068;0,645;0,616;0,474;0,89716033;2,01448714;30,02
tt7508;tt7508;0,069;1,341;0,311;0,443;0,90104247;2,02323083;29,41
tt7509;tt7509;0,227;0,441;0,046;0,834;0,90172064;2,0247863;28,91
tt7510;tt7510;0,301;0,218;0,147;0,329;0,90147485;2,02424809;28,12
tt7511;tt7511;1,119;0,441;0,138;0,248;0,90533218;2,03307505;26,26
tt7512;tt7512;0,396;0,168;0,087;0,34;0,90979872;2,04327276;26,41
tt7513;tt7513;0,088;0,124;0,076;1,051;0,91234565;2,04900749;25,35
tt7514;tt7514;0,325;0,309;0,108;0,301;0,92353667;2,07424049;25,96
tt7515;tt7515;0,189;0,383;0,059;0,124;0,92756498;2,08331898;26,65
tt7516;tt7516;0,189;0,262;0,087;0,659;0,92878655;2,08607638;27,1
tt7517;tt7517;0,208;0,459;0,109;0,123;0,92680127;2,08155923;28,85
tt7518;tt7518;0,187;0,255;0,145;0,395;0,92916293;2,0868227;30,28
tt7519;tt7519;0,626;0,565;0,035;0,796;0,92938438;2,08738603;30,95
tt7520;tt7520;0,237;0,108;0,124;0,104;0,9266947;2,08140816;31,16
tt7521;tt7521;0,481;0,327;0,148;0,929;0,91701893;2,05970862;30,91
tt7522;tt7522;0,078;0,31;1,027;0,415;0,91212912;2,04882185;30,85
tt7523;tt7523;1,251;0,271;0,032;0,553;0,89445041;2,00917486;30,69
tt7524;tt7524;0,144;0,216;0,068;0,588;0,88058076;1,97794154;30,57
tt7525;tt7525;0,6;0,192;0,254;0,476;0,87126033;1,95695283;30,41
tt7526;tt7526;0,913;0,126;0,773;0,017;0,86620994;1,94553032;30,16
tt7527;tt7527;0,809;0,977;0,098;0,29;0,87022826;1,95460701;30,12
tt7528;tt7528;0,035;1,24;0,261;0,537;0,87522285;1,96564379;30,52
tt7529;tt7529;1,455;0,665;0,375;0,335;0,88694572;1,99178077;30,84
tt7530;tt7530;1,034;0,733;0,36;0,431;0,89549226;2,01080945;30,72
tt7531;tt7531;0,903;2,869;0,527;0,094;0,89670553;2,01360729;30,31
tt7532;tt7532;0,516;0,491;0,634;0,392;0,90484221;2,03219865;29,39
tt7533;tt7533;0,203;0,467;0,562;0,534;0,91631924;2,0580959;22,26
tt7534;tt7534;0,262;1,723;0,23;0,695;0,92214526;2,07118078;15,51
tt7535;tt7535;0,243;0,199;0,109;0,533;0,92872998;2,08599936;11,46
tt7536;tt7536;0,618;0,874;0,112;0,278;0,93519634;2,10054868;9,2
tt7537;tt7537;0,173;0,17;0,102;0,168;0,95437167;2,14364103;2,03
tt7538;tt7538;0,282;0,167;1,555;0,792;0,96151302;2,15957911;0,08
tt7539;tt7539;0,256;0,161;0,134;0,078;0,9578522;2,15136591;6,47
tt7540;tt7540;0,914;0,202;0,156;0,304;0,95641532;2,14804137;11,27
tt7541;tt7541;0,115;0,283;0,247;0,213;0,96454329;2,16630567;12,59
tt7542;tt7542;0,33;0,26;0,277;0,832;0,97316622;2,18572203;9,63
tt7543;tt7543;0,41;0,211;0,095;0,293;0,97319339;2,18578316;13,55
tt7544;tt7544;0,284;0,941;0,365;0,427;0,96885746;2,17598894;20,1
tt7545;tt7545;0,999;0,34;0,069;0,418;0,95647154;2,14816491;24,66
tt7546;tt7546;0,634;1,234;0,246;0,358;0,92460441;2,07658495;21,47
tt7547;tt7547;0,387;0,193;0,287;2,058;0,88259731;1,98211919;18,9
tt7548;tt7548;0,552;0,335;0,27;0,81;0,86751747;1,94834607;21,03
tt7549;tt7549;1,258;0,993;0,259;0,227;0,8552283;1,9206659;22,86
tt7550;tt7550;0,293;0,664;1,216;0,401;0,88712954;1,9924171;28,2
tt7551;tt7551;0,507;0,135;1,059;0,442;0,91056393;2,04510609;29,78
tt7552;tt7552;1,114;1,303;0,123;0,539;0,94127567;2,11410711;30,7
tt7553;tt7553;0,134;0,445;0,468;2,143;0,93926101;2,10961841;31,17
tt7554;tt7554;0,307;0,232;0,712;1,046;0,93775016;2,10633713;30,9
tt7555;tt7555;2,815;0,815;0,001;0,5;0,92603518;2,08001683;30,36
tt7556;tt7556;0,206;0,915;0,292;0,406;0,90786606;2,03916287;29,9
tt7557;tt7557;1,13;0,285;0,206;0,206;0,90543633;2,03374029;29,74
tt7558;tt7558;0,212;0,883;0,057;0,326;0,9103059;2,04467911;29,48
tt7559;tt7559;0,628;0,247;0,153;0,479;0,9222658;2,07150619;28,29
tt7560;tt7560;0,049;1,166;0,227;0,151;0,93074248;2,09051375;14,07
tt7561;tt7561;0,409;0,443;0,06;0,085;0,91604477;2,05743227;15,99
tt7562;tt7562;0,252;0,191;0,361;0,461;0,90249264;2,02695663;13,8
tt7563;tt7563;0,119;1,653;0,054;0,071;0,9000115;2,02136521;13,53
tt7564;tt7564;0,164;0,38;0,229;0,187;0,89878813;2,0185979;15,25
tt7565;tt7565;0,184;0,081;0,143;0,781;0,89454892;2,00905967;21,86
tt7566;tt7566;0,111;0,583;0,119;0,355;0,88909027;1,9967453;22,52
tt7567;tt7567;0,037;1,93;0,065;0,298;0,88222358;1,98117737;27,06
tt7568;tt7568;0,93;0,223;0,853;2,348;0,88206828;1,98084857;30,94
tt7569;tt7569;0,167;1,006;1,338;0,817;0,88031802;1,97702836;30,58
tt7570;tt7570;0,31;0,319;0,423;2,492;0,86674894;1,9465716;30,93
tt7571;tt7571;0,4;1,135;0,368;1,939;0,8456826;1,89926959;31,06
tt7572;tt7572;0,322;0,197;0,053;0,2;0,83253597;1,86979281;30,92
tt7573;tt7573;0,04;0,209;0,252;3,141;0,82972144;1,86351021;34,76
tt7574;tt7574;0,799;0,246;0,072;1,403;0,83236456;1,86946608;34,73
tt7575;tt7575;0,991;2,508;0,163;0,357;0,8438916;1,89537834;30,99
tt7576;tt7576;0,765;0,633;2;0,265;0,86985102;1,95358959;39,84
tt7577;tt7577;0,733;0,501;0,118;1,94;0,89043413;1,99973068;50,07
tt7578;tt7578;1,547;0,651;0,225;0,921;0,90453838;2,03130904;43
tt7579;tt7579;0,851;0,72;0,308;1,18;0,91241158;2,0488705;37,3
tt7580;tt7580;0,426;0,648;0,064;0,635;0,90740292;2,03751261;30,94
tt7581;tt7581;0,382;0,245;0,562;0,233;0,90507481;2,03219776;30,69
tt7582;tt7582;1,725;0,428;0,737;0,283;0,91047857;2,04430317;30,25
tt7583;tt7583;0,226;1,513;0,34;0,481;0,9185113;2,06231788;29,73
tt7584;tt7584;0,212;1,103;0,115;0,519;0,94369588;2,11897434;29,85
tt7585;tt7585;0,251;0,142;0,057;0,197;0,973382;2,18570919;29,68
tt7586;tt7586;0,114;0,376;1,078;0,239;1,00547726;2,25784699;29,64
tt7587;tt7587;0,086;0,388;0,095;0,143;1,02338394;2,29813407;29,66
tt7588;tt7588;0,209;0,124;0,358;0,19;1,03895579;2,3331323;29,79
tt7589;tt7589;0,706;0,23;0,391;0,148;1,05132594;2,36097401;30,92
tt7590;tt7590;0,209;0,323;0,112;0,07;1,04480423;2,34626469;40,6
tt7591;tt7591;1,186;0,675;2,738;0,637;1,05432721;2,36766773;39,42
tt7592;tt7592;0,014;1,386;0,712;0,48;1,04409436;2,34469408;49,47
tt7593;tt7593;0,045;1,284;0,512;0,269;0,9994591;2,24477327;42,78
tt7594;tt7594;0,976;0,259;0,268;0,302;0,92285883;2,07310265;44,73
tt7595;tt7595;0,129;0,129;0,258;0,186;0,87764701;1,97160667;45,49
tt7596;tt7596;0,616;0,153;0,043;0,166;0,84559832;1,899574;41,48
tt7597;tt7597;0,638;0,242;0,14;1,973;0,84109446;1,88948465;48,08
tt7598;tt7598;0,11;0,301;0,136;1,03;0,83321776;1,87176207;49,59
tt7599;tt7599;0,72;0,472;0,137;0,445;0,85845432;1,92840834;48,14
tt7600;tt7600;0,386;0,558;0,71;1,659;0,91578527;2,05712801;53,38
tt7601;tt7601;0,836;1,175;3,122;1,901;0,95259599;2,13980431;68,63
tt7602;tt7602;0,34;2,356;0,981;0,889;0,97857817;2,19818144;61,89
tt7603;tt7603;0,807;2,162;0,091;0,596;0,99016441;2,22413812;41,52
tt7604;tt7604;0,814;0,524;1,2;0,622;0,99924167;2,24445553;52,87
tt7605;tt7605;0,442;0,408;0,074;0,434;1,02624095;2,3051773;39,47
tt7606;tt7606;0,473;0,202;0,166;0,15;1,03590097;2,32683842;31,04
tt7607;tt7607;0,339;0,728;0,495;2,227;1,04987785;2,35821249;30,38
tt7608;tt7608;0,114;0,318;0,146;0,423;1,05819236;2,3767605;30,87
tt7609;tt7609;0,914;0,427;0,21;0,498;1,06420884;2,39032122;30,62
tt7610;tt7610;0,145;0,229;0,108;0,15;1,07376294;2,41204783;30,39
tt7611;tt7611;0,366;0,094;0,054;0,246;1,05562108;2,37126061;30,13
tt7612;tt7612;0,192;0,426;0,196;0,137;1,02694045;2,30671439;30,39
tt7613;tt7613;2,23;0,341;0,113;0,191;1,00462712;2,25655379;31,07
tt7614;tt7614;1,671;0,506;5,066;0,128;0,99858576;2,24299329;32,37
tt7615;tt7615;0,237;0,243;0,125;0,233;0,99577576;2,23669152;33,53
tt7616;tt7616;0,122;0,133;0,086;0,166;0,98155012;2,20483773;34,2
tt7617;tt7617;0,464;0,355;0,219;0,231;0,96669192;2,1715163;33,11
